b0723	b0724	6.25563832249541
b0032	b0033	6.25461938401851
b0722	b0723	6.25426557244361
b0726	b0727	6.20739227724701
b2751	b2752	6.20499667246584
b0041	b0042	6.18093964002761
b0431	b0432	6.16647195173365
b3733	b3734	6.16634961348075
b0071	b0072	6.1620992236847
b3732	b3734	6.16065040535514
b0185	b2316	6.15155772915289
b0721	b0723	6.13199633827829
b0307	b0308	6.12131637387823
b1924	b1926	6.11883671398957
b0733	b0734	6.11074227339159
b1074	b1075	6.09091365472044
b1244	b1245	6.08722571251322
b1199	b1200	6.08715435685605
b1924	b1925	6.08342250152246
b3686	b3687	6.0830494221938
b1925	b1926	6.07866592317489
b1225	b1226	6.07807291914676
b2728	b2729	6.06388451305813
b1073	b1074	6.0635014754485
b1887	b1888	6.05513840806183
b0430	b0431	6.05500651731347
b3734	b3736	6.05407331685559
b0728	b0729	6.04879821711158
b1682	b1683	6.04665093594271
b3255	b3256	6.03329869474219
b3893	b3894	6.03270351904928
b1681	b1682	6.01726123272785
b3931	b3932	6.01620275721299
b2763	b2764	6.01422318505762
b1079	b1080	6.01308285770062
b1246	b1247	6.01077714252302
b0429	b0430	6.01026230198387
b1070	b1082	6.0053067057966
b4244	b4245	6.00027243017192
b4292	b4293	5.99185335745519
b3734	b3735	5.98880847922729
b3313	b3314	5.98865216876016
b0922	b0923	5.984091818606
b1073	b1075	5.97408030204436
b4237	b4238	5.97390176453562
b3732	b3733	5.97225336381126
b4200	b4202	5.97121758619559
b2726	b2727	5.96855600395668
b0972	b0973	5.9636826605478
b2284	b2285	5.96260697694912
b2025	b2026	5.96102164702416
b3304	b3305	5.95946161901095
b0594	b0595	5.95714800798802
b2675	b2676	5.95191258578934
b1817	b1819	5.95034416510925
b3319	b3320	5.94829397812727
b3317	b3318	5.94819559715787
b3301	b3305	5.94788931093921
b4200	b4203	5.94773198151069
b3314	b3317	5.94202634821392
b0784	b0785	5.94107942739232
b3892	b3893	5.9389002391063
b3308	b3310	5.93872374057301
b1941	b1946	5.93714023503973
b0014	b0015	5.93441688639658
b1679	b1680	5.93365346461212
b1713	b1714	5.93257114641798
b3317	b3319	5.93048093240337
b0923	b0924	5.92870360330562
b3735	b3736	5.92822771821768
b3297	b3298	5.92692660073036
b1073	b1078	5.92303889623495
b0721	b0722	5.92093297565998
b3308	b3309	5.91976051222249
b2193	b2469	5.91912328943594
b3301	b3304	5.91793062310676
b2202	b2203	5.91716371885402
b0574	b0575	5.91699228785074
b3509	b3510	5.9127972999838
b3320	b3321	5.91259376862503
b3301	b3308	5.90979846023185
b3298	b3301	5.90861168691244
b3314	b3315	5.90581407006267
b3315	b3316	5.90156696549051
b3296	b3298	5.90143208961381
b1075	b1076	5.90122586429009
b2903	b2904	5.89970503105776
b0694	b0695	5.89964135273151
b1073	b1076	5.8993995761546
b3301	b3306	5.89757916444946
b2075	b2076	5.89637988760384
b2527	b2529	5.89556916698448
b0428	b0429	5.89536525142454
b4288	b4289	5.89519525283879
b1083	b1924	5.89451924107009
b1944	b1945	5.89246117432059
b1474	b3891	5.89209851263846
b3316	b3317	5.89193621727946
b2281	b2282	5.8897303953584
b2242	b2243	5.88513571456016
b3301	b3307	5.88419644313176
b1224	b1225	5.88272437291478
b3317	b3320	5.882708787968
b3296	b3297	5.88221778543648
b0721	b0724	5.88117961359251
b1082	b1083	5.8786681996045
b2017	b4539	5.87721533296036
b3309	b3310	5.87657341905867
b3734	b3737	5.87644848573878
b2729	b2730	5.87508964739684
b0722	b0724	5.87370288788743
b0430	b0432	5.87145071467069
b2525	b2528	5.86947808029472
b2168	b2169	5.86903739382888
b1681	b1683	5.86865428757869
b3540	b3541	5.86852464720348
b1077	b1079	5.86611003647411
b3306	b3307	5.86413243404169
b2148	b2149	5.8634334529647
b3301	b3313	5.86276801069665
b3313	b3317	5.8622469374703
b3305	b3308	5.86144139670998
b3314	b3319	5.86064533255673
b3307	b3308	5.86045182180214
b3319	b3321	5.85895949418931
b3304	b3318	5.85886987569911
b1925	b1941	5.85595732722352
b3301	b3317	5.85408363065377
b0077	b0078	5.8538596712223
b3296	b3301	5.85263997427028
b4096	b4097	5.85236171659118
b1896	b1897	5.85172745557862
b3315	b3317	5.85080516746585
b3312	b3315	5.85065668818035
b3314	b3316	5.84992624488025
b3301	b3315	5.84863712580097
b3301	b3314	5.84734713725121
b1941	b1942	5.84652280936363
b1817	b1818	5.84625691897945
b3301	b3316	5.84568458323784
b1080	b1924	5.84493494899902
b0450	b2553	5.84307420556391
b1940	b1941	5.84173266802538
b3308	b3318	5.8405917540969
b0429	b0431	5.83909211925578
b3301	b3318	5.83748811352215
b3856	b3857	5.83611676554199
b3312	b3317	5.83590543607767
b2277	b2278	5.83565805550621
b0990	b1557	5.83474795680866
b2149	b2150	5.83449491830429
b2194	b2196	5.832174523361
b3301	b3319	5.83008295732941
b0973	b0975	5.82824985564599
b1082	b1924	5.82758242293195
b3309	b3318	5.82752853054765
b1073	b1077	5.82605435702026
b3301	b3309	5.82536419868166
b3317	b3321	5.82512575980635
b4034	b4035	5.82437860022965
b4202	b4203	5.82274895568063
b1076	b1077	5.82268656368766
b2241	b2242	5.82238219674858
b1072	b1073	5.82183794844273
b0894	b0895	5.82132585493801
b0167	b2553	5.8209056413213
b3312	b3319	5.8204151694469
b3312	b3314	5.8196360494668
b1944	b1946	5.81949081860473
b2204	b2205	5.81856794585095
b2307	b2308	5.81524776247941
b1305	b1306	5.81453607650344
b0003	b0004	5.81354513101019
b1189	b1190	5.81321414974446
b0593	b0594	5.81271038519469
b3313	b3315	5.81263781555767
b0593	b0595	5.8108987264407
b1071	b1076	5.81050255963181
b3301	b3320	5.81045398327758
b0721	b0726	5.80898012527663
b0429	b0432	5.80889246935202
b1073	b1079	5.80675067546737
b3305	b3306	5.80657510384967
b3307	b3318	5.80584064701967
b3316	b3320	5.80579636228953
b3230	b3231	5.80491904026665
b1124	b1125	5.80419552923135
b3313	b3316	5.79493273748254
b0922	b0924	5.79354015320557
b3626	b3627	5.79292485332093
b3297	b3301	5.7926869173325
b4201	b4202	5.7921763081134
b0700	b3482	5.79189342251972
b2727	b2728	5.79130890540566
b1245	b1246	5.79087747513179
b3312	b3313	5.78945531894384
b3301	b3302	5.7887467475428
b3305	b3314	5.78857516299747
b4005	b4006	5.78686486808967
b0167	b0450	5.78647241045667
b1938	b1940	5.78608660315642
b0589	b0590	5.78598539060645
b3302	b3304	5.78595513669183
b3312	b3318	5.78536198955777
b4152	b4153	5.78464541036064
b1079	b1083	5.78428569945453
b3316	b3319	5.78308099579662
b3312	b3320	5.78305634942092
b3296	b3318	5.78190838299717
b1224	b1226	5.78094531079078
b3307	b3310	5.78001813931323
b0724	b0726	5.77973346750295
b2762	b2763	5.77922555220222
b1072	b1075	5.77839631090402
b4200	b4201	5.7777986301253
b3311	b3312	5.77721444702105
b1941	b1943	5.77694219590264
b3340	b3341	5.77692022708215
b2039	b2040	5.77662035101832
b3731	b3732	5.77590412240356
b2196	b2197	5.77524113828754
b3314	b3320	5.77504828064535
b3736	b3737	5.77366452978521
b1079	b1081	5.77210384990632
b1073	b1080	5.77195087020355
b4322	b4323	5.77170928906301
b3313	b3319	5.77148909876762
b1938	b1944	5.7714456222762
b4151	b4152	5.77060621480593
b1475	b1476	5.77042782048411
b3306	b3309	5.77041276377892
b3313	b3320	5.76941551028212
b1938	b1939	5.7675918828701
b2674	b2676	5.76667310103799
b0572	b0573	5.76625963752795
b3314	b3321	5.76606642477802
b2904	b2905	5.76540475708205
b2038	b2040	5.76501164651437
b1493	b3517	5.76430404635148
b1474	b1475	5.76389598778884
b0777	b0778	5.76341302766681
b3301	b3310	5.76317817998474
b3301	b3321	5.76271427189753
b1077	b1078	5.7616006814534
b4239	b4240	5.76146051707758
b2526	b2527	5.76063811633318
b3305	b3307	5.76024744709559
b2279	b2284	5.76016744163619
b3305	b3310	5.75978826994832
b3726	b3727	5.7597597455007
b1926	b1941	5.7597108605242
b1941	b1944	5.75952367046357
b1071	b1926	5.75948335573832
b2728	b2730	5.75902282287051
b3958	b3959	5.75682683175385
b2673	b2674	5.75594564714407
b3429	b3430	5.75576135603452
b1072	b1074	5.75507585104388
b0440	b4000	5.75414890375215
b4289	b4290	5.7538221095537
b1116	b1118	5.75336352147585
b4151	b4153	5.75284414023094
b3298	b3318	5.75236844405619
b4033	b4034	5.75126472609598
b2752	b2763	5.75081029512618
b3302	b3305	5.7506416167203
b3304	b3306	5.75061007095388
b1940	b1944	5.74994643591525
b2528	b2529	5.74984243998551
b2525	b2529	5.74957109532254
b3318	b3983	5.74947644786801
b1608	b1609	5.74824494668604
b2283	b2284	5.74770637826051
b2464	b2465	5.74762166208733
b1812	b3360	5.74696954855876
b1073	b1924	5.74483543194025
b1074	b1076	5.74476404621743
b3892	b3894	5.74430062107552
b1942	b1943	5.74386714810915
b1940	b1946	5.74366655683306
b3307	b3309	5.74333682100137
b1076	b1924	5.74314197707498
b3306	b3318	5.74250488184298
b2752	b2764	5.7420682472936
b3296	b3308	5.74152178973359
b3312	b3316	5.74144862705108
b1073	b1944	5.74074498828359
b3318	b3319	5.74037712808253
b3313	b3321	5.73971014727083
b0722	b0726	5.73969202521881
b2525	b2526	5.73954876154987
b3185	b3186	5.73949101072464
b2023	b2025	5.73919109075981
b3318	b3320	5.73918637749937
b1082	b1925	5.73866668254831
b3306	b3320	5.7379459674095
b4261	b4262	5.73789171644638
b1078	b1079	5.73788536362395
b3735	b3737	5.73775191526524
b1074	b1924	5.73696717668471
b4318	b4319	5.73635704699146
b1078	b1924	5.73628894805376
b2278	b2279	5.73504858545212
b0737	b0738	5.73486694482909
b1945	b1946	5.7345212942843
b3294	b3296	5.73416565298563
b3737	b3738	5.73397503073321
b3428	b3429	5.73274860396857
b2203	b2204	5.73238050687553
b3305	b3317	5.73108471301362
b3305	b3318	5.73107923087555
b0972	b0974	5.73062113709525
b1073	b1938	5.72998138796443
b3297	b3310	5.72975660071969
b3308	b3317	5.729685658741
b1070	b1083	5.72929667805037
b0312	b0313	5.72837010656387
b3302	b3306	5.72824665741814
b1073	b1082	5.72816322901046
b2677	b2679	5.72779574053784
b2674	b2675	5.72730437810957
b1091	b1092	5.72730085128481
b1223	b1225	5.72713227630307
b3990	b3991	5.7268606183168
b3301	b3341	5.72605081379316
b0152	b0153	5.72555787124156
b1940	b1943	5.72541306311585
b3298	b3310	5.72523415753444
b1680	b1681	5.72419770450981
b1075	b1949	5.72416578130944
b2276	b2277	5.7239324530108
b1683	b1684	5.72359598266075
b2202	b2204	5.72338669148638
b2422	b2423	5.72301200529431
b1076	b1078	5.72216746585163
b1080	b1081	5.72165229160926
